motif	category	term	side	ortholog	path	pathway
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map00290	Valine, leucine and isoleucine biosynthesis
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00290	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map00650	Butanoate metabolism
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00650	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map00660	C5-Branched dibasic acid metabolism
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00660	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map00770	Pantothenate and CoA biosynthesis
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko00770	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map01100	Metabolic pathways
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko01100	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map01110	Biosynthesis of secondary metabolites
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko01110	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map01210	2-Oxocarboxylic acid metabolism
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko01210	NA
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	map01230	Biosynthesis of amino acids
K01652_upstream.fna.motif.h1_2	High covariation	K01652	upstream	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	ko01230	NA
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map00860	Porphyrin metabolism
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko00860	NA
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01100	Metabolic pathways
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01100	NA
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01110	Biosynthesis of secondary metabolites
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01110	NA
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01120	Microbial metabolism in diverse environments
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01120	NA
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01240	Biosynthesis of cofactors
K01698_upstream.fna.motif.h1_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01240	NA
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map00860	Porphyrin metabolism
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko00860	NA
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01100	Metabolic pathways
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01100	NA
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01110	Biosynthesis of secondary metabolites
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01110	NA
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01120	Microbial metabolism in diverse environments
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01120	NA
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01240	Biosynthesis of cofactors
K01698_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01240	NA
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map00860	Porphyrin metabolism
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko00860	NA
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01100	Metabolic pathways
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01100	NA
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01110	Biosynthesis of secondary metabolites
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01110	NA
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01120	Microbial metabolism in diverse environments
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01120	NA
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	map01240	Biosynthesis of cofactors
K01698_upstream.fna.motif.h1_1	High covariation	K01698	upstream	hemB, ALAD; porphobilinogen synthase [EC:4.2.1.24]	ko01240	NA
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	map00790	Folate biosynthesis
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	ko00790	NA
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	map01100	Metabolic pathways
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	ko01100	NA
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	map01240	Biosynthesis of cofactors
K01737_upstream.fna.motif.h1_4	High covariation	K01737	upstream	queD, ptpS, PTS; 6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	ko01240	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map00270	Cysteine and methionine metabolism
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko00270	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map00920	Sulfur metabolism
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko00920	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map01100	Metabolic pathways
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko01100	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map01110	Biosynthesis of secondary metabolites
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko01110	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map01120	Microbial metabolism in diverse environments
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko01120	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map01200	Carbon metabolism
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko01200	NA
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	map01230	Biosynthesis of amino acids
K01738_upstream.fna.motif.h2_1	Conserved sequence (low covariation and power)	K01738	upstream	cysK; cysteine synthase [EC:2.5.1.47]	ko01230	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map00260	Glycine, serine and threonine metabolism
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko00260	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map00290	Valine, leucine and isoleucine biosynthesis
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko00290	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map01100	Metabolic pathways
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko01100	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map01110	Biosynthesis of secondary metabolites
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko01110	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map01200	Carbon metabolism
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko01200	NA
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	map01230	Biosynthesis of amino acids
K01754_upstream.fna.motif.h1_5	High power (low covariation)	K01754	upstream	E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19]	ko01230	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00010	Glycolysis / Gluconeogenesis
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00010	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00030	Pentose phosphate pathway
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00030	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00052	Galactose metabolism
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00052	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00230	Purine metabolism
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00230	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00500	Starch and sucrose metabolism
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00500	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00520	Amino sugar and nucleotide sugar metabolism
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00520	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map00521	Streptomycin biosynthesis
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko00521	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map01100	Metabolic pathways
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko01100	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map01110	Biosynthesis of secondary metabolites
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko01110	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map01120	Microbial metabolism in diverse environments
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko01120	NA
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	map01250	Biosynthesis of nucleotide sugars
K01835_upstream.fna.motif.h2_2	Conserved sequence (low covariation and power)	K01835	upstream	pgm; phosphoglucomutase [EC:5.4.2.2]	ko01250	NA
K01867_upstream.fna.motif.h1_2.h1_4	Conserved sequence (low covariation and power)	K01867	upstream	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	map00970	Aminoacyl-tRNA biosynthesis
K01867_upstream.fna.motif.h1_2.h1_4	Conserved sequence (low covariation and power)	K01867	upstream	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	ko00970	NA
K01867_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K01867	upstream	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	map00970	Aminoacyl-tRNA biosynthesis
K01867_upstream.fna.motif.h2_1.h2_2	Conserved sequence (low covariation and power)	K01867	upstream	WARS, trpS; tryptophanyl-tRNA synthetase [EC:6.1.1.2]	ko00970	NA
K01872_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K01872	upstream	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	map00970	Aminoacyl-tRNA biosynthesis
K01872_upstream.fna.motif.h2_3	Conserved sequence (low covariation and power)	K01872	upstream	AARS, alaS; alanyl-tRNA synthetase [EC:6.1.1.7]	ko00970	NA
K01889_upstream.fna.motif.h1_1	High power (low covariation)	K01889	upstream	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	map00970	Aminoacyl-tRNA biosynthesis
K01889_upstream.fna.motif.h1_1	High power (low covariation)	K01889	upstream	FARSA, pheS; phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	ko00970	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00010	Glycolysis / Gluconeogenesis
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00010	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00620	Pyruvate metabolism
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00620	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00630	Glyoxylate and dicarboxylate metabolism
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00630	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00640	Propanoate metabolism
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00640	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00680	Methane metabolism
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00680	NA
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	map00720	Carbon fixation pathways in prokaryotes
K01895_upstream.fna.motif.h1_5.h2_1	High power (low covariation)	K01895	upstream	ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]	ko00720	NA
